filename,beard,mustache,glasses_binary,hair_color_label,hair_length
s1_00190.png,0,0,0,1,2
s1_00191.png,0,0,0,0,1
s1_00192.png,0,0,1,0,2
s1_00193.png,0,0,0,3,2
s1_00194.png,0,0,1,1,2
s1_00195.png,0,0,0,0,2
s1_00196.png,0,0,0,0,2
s1_00197.png,0,1,1,3,1
s1_00198.png,0,0,0,0,2
s1_00199.png,0,0,1,4,0
s1_00200.png,0,0,0,0,2
s1_00201.png,0,0,0,0,1
s1_00202.png,0,0,1,0,1
s1_00203.png,1,0,1,0,1
s1_00204.png,1,1,1,4,2
s1_00205.png,0,0,1,3,2
s1_00206.png,0,0,1,3,2
s1_00207.png,0,0,0,4,2
s1_00208.png,0,1,0,1,2
s1_00209.png,0,0,0,0,1
s1_00210.png,0,0,1,0,2
s1_00211.png,0,0,0,4,2
s1_00212.png,0,0,0,2,1
s1_00213.png,0,0,0,2,1
s1_00214.png,0,0,1,0,2
s1_00215.png,0,0,0,2,2
s1_00216.png,0,0,0,2,2
s1_00217.png,0,0,0,2,2
s1_00218.png,1,1,1,1,2
s1_00219.png,1,0,1,4,0
s1_00220.png,1,0,0,2,1
s1_00221.png,0,0,1,0,2
s1_00222.png,0,0,0,3,2
s1_00223.png,0,1,0,1,2
s1_00224.png,0,0,0,1,1
s1_00225.png,0,0,0,3,2
s1_00226.png,0,0,0,4,1
s1_00227.png,0,0,0,1,2
s1_00228.png,0,0,1,0,1
s1_00229.png,1,1,0,2,2
s1_00230.png,0,0,0,0,2
s1_00231.png,0,1,0,4,1
s1_00232.png,0,0,0,0,1
s1_00233.png,1,1,0,4,2
s1_00234.png,1,0,0,1,1
s1_00235.png,1,1,0,0,2
s1_00236.png,0,1,0,0,2
s1_00237.png,0,0,0,4,1
s1_00238.png,0,0,0,1,2
s1_00239.png,1,1,1,4,2
s1_00240.png,0,0,1,4,1
s1_00241.png,0,0,0,1,1
s1_00242.png,1,1,0,0,1
s1_00243.png,1,0,1,0,1
s1_00244.png,1,0,0,1,2
s1_00245.png,0,0,0,0,2
s1_00246.png,0,0,0,3,2
s1_00247.png,1,0,0,1,2
s1_00248.png,1,1,0,1,2
s1_00249.png,0,0,0,1,2
s1_00250.png,0,0,1,1,1
s1_00251.png,0,0,1,0,2
s1_00252.png,0,0,1,2,2
s1_00253.png,0,0,0,1,2
s1_00254.png,0,0,1,4,0
s1_00255.png,0,0,1,0,2
s1_00256.png,0,0,1,1,2
s1_00257.png,0,0,1,2,2
s1_00258.png,1,1,0,2,2
s1_00259.png,0,0,0,3,1
s1_00260.png,1,0,0,0,2
s1_00261.png,0,0,1,1,2
s1_00262.png,0,0,0,2,1
s1_00263.png,0,0,0,4,2
s1_00264.png,0,0,0,2,1
s1_00265.png,0,0,0,4,1
s1_00266.png,0,0,1,2,2
s1_00267.png,0,0,1,1,1
s1_00268.png,1,1,1,2,2
s1_00269.png,0,1,0,2,1
s1_00270.png,1,1,0,0,2
s1_00271.png,0,0,0,4,2
s1_00272.png,0,0,1,0,1
s1_00273.png,0,0,1,1,2
s1_00274.png,0,0,0,0,2
s1_00275.png,0,0,0,3,2
s1_00276.png,0,0,0,1,1
s1_00277.png,0,0,0,3,2
s1_00278.png,0,0,0,1,1
s1_00279.png,0,0,0,4,2
s1_00280.png,0,0,1,2,1
s1_00281.png,1,0,0,0,1
s1_00282.png,0,0,1,1,1
s1_00283.png,1,1,1,0,1
s1_00284.png,0,0,0,1,2
s1_00285.png,1,1,0,0,1
s1_00286.png,0,0,0,4,1
s1_00287.png,0,0,0,1,1
s1_00288.png,0,0,1,4,2
s1_00289.png,0,0,0,0,1
s1_00290.png,1,0,1,0,1
s1_00291.png,0,0,0,2,0
s1_00292.png,0,0,0,4,1
s1_00293.png,0,0,0,0,1
s1_00294.png,0,0,1,0,2
s1_00295.png,0,0,0,4,2
s1_00296.png,0,0,0,4,1
s1_00297.png,0,0,1,1,2
s1_00298.png,0,0,1,4,0
s1_00299.png,1,1,0,0,0
s1_00300.png,1,0,1,1,2
s1_00301.png,0,0,0,4,2
s1_00302.png,0,0,0,1,2
s1_00303.png,0,0,0,1,2
s1_00304.png,1,1,1,1,2
s1_00305.png,0,1,0,1,1
s1_00306.png,1,1,1,4,1
s1_00307.png,0,0,0,4,1
s1_00308.png,0,0,0,2,2
s1_00309.png,1,1,0,3,0
s1_00310.png,1,1,0,3,2
s1_00311.png,1,0,0,1,2
s1_00312.png,0,0,0,2,2
s1_00313.png,0,0,0,2,1
s1_00314.png,0,0,0,3,2
s1_00315.png,1,1,1,2,1
s1_00316.png,1,1,0,1,2
s1_00317.png,0,0,0,0,0
s1_00318.png,0,0,0,0,2
s1_00319.png,0,0,0,3,1
s1_00320.png,0,0,1,0,2
s1_00321.png,0,0,0,2,2
s1_00322.png,0,0,0,3,0
s1_00323.png,0,0,0,0,1
s1_00324.png,1,1,0,1,2
s1_00325.png,1,1,0,4,2
s1_00326.png,0,0,0,2,2
s1_00327.png,1,0,1,1,2
s1_00328.png,0,0,0,2,2
s1_00329.png,0,0,0,1,0
s1_00330.png,0,0,0,4,1
s1_00331.png,1,1,1,4,1
s1_00332.png,0,0,1,0,2
s1_00333.png,0,0,0,1,1
s1_00334.png,0,0,1,4,2
s1_00335.png,1,0,0,1,1
s1_00336.png,0,0,0,1,1
s1_00337.png,1,0,0,1,2
s1_00338.png,0,0,0,0,2
s1_00339.png,1,1,1,1,2
s1_00340.png,0,0,0,4,2
s1_00341.png,0,0,0,4,1
s1_00342.png,1,0,0,4,2
s1_00343.png,0,0,1,0,2
s1_00344.png,0,0,0,0,2
s1_00345.png,0,0,0,1,1
s1_00346.png,1,0,1,0,2
s1_00347.png,0,0,0,4,0
s1_00348.png,0,0,1,0,1
s1_00349.png,0,0,0,1,1
s1_00350.png,0,0,1,2,1
s1_00351.png,1,1,0,1,2
s1_00352.png,1,0,1,4,1
s1_00353.png,1,1,1,4,0
s1_00354.png,0,0,0,0,1
s1_00355.png,1,0,0,0,2
s1_00356.png,0,0,0,0,2
s1_00357.png,1,1,0,1,2
s1_00358.png,1,1,0,0,0
s1_00359.png,0,0,0,4,2
s1_00360.png,1,0,0,1,2
s1_00361.png,1,1,0,4,2
s1_00362.png,1,0,0,0,1
s1_00363.png,0,0,0,1,2
s1_00364.png,0,1,1,4,2
s1_00365.png,0,0,1,0,2
s1_00366.png,0,0,0,1,2
s1_00367.png,1,0,1,3,2
s1_00368.png,0,0,0,0,2
s1_00369.png,0,0,0,3,2
s1_00370.png,0,0,1,0,1
s1_00371.png,0,0,0,1,1
s1_00372.png,0,0,0,0,1
s1_00373.png,0,0,1,2,2
s1_00374.png,1,0,0,0,2
s1_00375.png,0,0,0,3,1
s1_00376.png,1,0,1,4,1
s1_00377.png,0,0,1,0,1
s1_00378.png,0,0,1,4,2
s1_00379.png,0,0,0,0,2
s1_00380.png,1,0,1,1,2
s1_00381.png,0,1,0,0,2
s1_00382.png,0,0,0,0,2
s1_00383.png,0,0,0,1,1
s1_00384.png,0,0,1,2,2
s1_00385.png,0,0,0,1,2
s1_00386.png,0,0,1,0,2
s1_00387.png,0,0,1,3,2
s1_00388.png,0,0,0,4,1
s1_00389.png,1,1,0,1,2
s1_00390.png,0,0,1,1,1
s1_00391.png,1,0,0,1,2
s1_00392.png,0,0,0,2,2
s1_00393.png,0,0,1,3,2
s1_00394.png,1,0,0,2,1
s1_00395.png,0,0,0,0,1
s1_00396.png,0,0,0,0,2
s1_00397.png,0,0,0,3,2
s1_00398.png,0,0,0,2,2
s1_00399.png,1,0,0,4,2
s1_00400.png,1,1,1,3,2
s1_00401.png,0,0,1,1,0
s1_00402.png,1,1,1,4,2
s1_00403.png,0,0,0,3,1
s1_00404.png,0,0,0,4,1
s1_00405.png,0,0,1,1,1
s1_00406.png,1,1,1,1,1
s1_00407.png,0,0,0,1,2
s1_00408.png,1,1,1,2,0
s1_00409.png,0,0,0,4,2
s1_00410.png,0,0,1,3,2
s1_00411.png,1,0,0,1,2
s1_00412.png,1,1,0,0,2
s1_00413.png,0,0,0,0,1
s1_00414.png,0,0,0,1,1
s1_00415.png,1,1,0,4,1
s1_00416.png,0,0,0,4,1
s1_00417.png,0,0,0,0,1
s1_00418.png,0,0,1,0,2
s1_00419.png,1,0,0,0,2
s1_00420.png,0,0,1,2,1
s1_00421.png,1,0,0,1,2
s1_00422.png,0,0,1,4,2
s1_00423.png,1,1,1,1,0
s1_00424.png,0,0,1,4,1
s1_00425.png,0,0,1,3,2
s1_00426.png,0,0,1,3,2
s1_00427.png,0,0,1,0,2
s1_00428.png,0,0,0,2,1
s1_00429.png,0,0,0,0,2
s1_00430.png,0,0,0,3,2
s1_00431.png,0,0,0,1,2
s1_00432.png,1,1,1,2,2
s1_00433.png,0,0,0,0,1
s1_00434.png,0,0,1,1,2
s1_00435.png,1,1,1,4,1
s1_00436.png,0,0,0,1,2
s1_00437.png,1,0,0,2,2
s1_00438.png,0,0,0,4,1
s1_00439.png,1,0,1,1,0
s1_00440.png,0,0,1,1,2
s1_00441.png,0,0,1,4,2
s1_00442.png,0,0,1,4,2
s1_00443.png,0,1,0,0,2
s1_00444.png,0,0,0,3,2
s1_00445.png,0,0,0,1,2
s1_00446.png,0,0,0,2,2
s1_00447.png,0,0,0,3,2
s1_00448.png,0,0,1,0,2
s1_00449.png,0,0,0,4,1
s1_00450.png,1,1,0,0,2
s1_00451.png,0,0,1,1,1
s1_00452.png,0,0,0,1,1
s1_00453.png,0,0,0,4,1
s1_00454.png,0,0,1,3,2
s1_00455.png,1,1,0,0,2
s1_00456.png,1,1,0,4,2
s1_00457.png,0,0,0,0,1
s1_00458.png,0,0,0,1,1
s1_00459.png,1,1,0,0,2
s1_00460.png,0,0,1,1,0
s1_00461.png,0,0,0,0,1
s1_00462.png,1,1,1,2,2
s1_00463.png,0,0,1,3,2
s1_00464.png,1,0,1,0,1
s1_00465.png,0,0,0,1,2
s1_00466.png,1,1,0,1,2
s1_00467.png,1,0,1,1,1
s1_00468.png,0,0,0,1,2
s1_00469.png,0,0,0,0,1
s1_00470.png,0,0,0,0,2
s1_00471.png,0,0,1,3,2
s1_00472.png,1,1,0,0,1
s1_00473.png,0,0,0,4,2
s1_00474.png,1,1,0,4,1
s1_00475.png,0,0,0,0,2
s1_00476.png,0,0,0,0,0
s1_00477.png,1,0,0,4,2
s1_00478.png,0,0,0,4,2
s1_00479.png,1,1,1,2,1
s1_00480.png,0,0,0,4,1
s1_00481.png,0,0,0,4,2
s1_00482.png,1,1,0,0,1
s1_00483.png,0,1,0,4,1
s1_00484.png,0,0,1,1,2
s1_00485.png,0,0,0,3,1
s1_00486.png,0,0,0,0,1
s1_00487.png,0,0,1,4,1
s1_00488.png,0,0,0,1,1
s1_00489.png,0,0,1,1,1
s1_00490.png,1,1,1,0,2
s1_00491.png,0,0,1,0,2
s1_00492.png,0,0,0,0,2
s1_00493.png,0,0,1,1,2
s1_00494.png,1,1,1,0,2
s1_00495.png,1,1,0,0,2
s1_00496.png,0,0,0,1,1
s1_00497.png,1,1,1,3,1
s1_00498.png,0,0,1,4,2
s1_00499.png,1,1,0,0,1
s1_00500.png,0,0,1,1,1
s1_00501.png,1,1,0,4,1
s1_00502.png,0,0,0,4,2
s1_00503.png,1,0,0,3,2
s1_00504.png,0,0,0,1,2
s1_00505.png,0,0,0,4,1
s1_00506.png,1,1,0,0,2
s1_00507.png,0,0,0,3,1
s1_00508.png,0,0,1,0,2
s1_00509.png,0,0,0,1,2
s1_00510.png,0,0,0,2,1
s1_00511.png,1,0,0,4,2
s1_00512.png,0,0,0,3,2
s1_00513.png,0,0,1,1,1
s1_00514.png,1,1,1,0,2
s1_00515.png,1,1,0,1,2
s1_00516.png,0,0,1,3,2
s1_00517.png,0,0,0,0,2
s1_00518.png,0,0,1,2,2
s1_00519.png,1,0,0,1,2
s1_00520.png,0,0,0,0,2
s1_00521.png,0,0,0,0,2
s1_00522.png,1,1,0,1,1
s1_00523.png,0,0,0,1,2
s1_00524.png,0,0,1,0,2
s1_00525.png,1,1,1,0,2
s1_00526.png,1,1,0,2,1
s1_00527.png,0,1,1,1,1
s1_00528.png,0,0,1,0,2
s1_00529.png,0,0,0,1,2
s1_00530.png,0,0,1,3,0
s1_00531.png,0,0,1,1,2
s1_00532.png,1,0,0,4,2
s1_00533.png,0,0,0,0,1
s1_00534.png,0,0,0,0,2
s1_00535.png,1,0,0,1,1
s1_00536.png,0,0,1,0,2
s1_00537.png,1,1,0,0,2
s1_00538.png,0,0,1,1,2
s1_00539.png,0,0,0,4,2
s1_00540.png,0,0,0,4,2
s1_00541.png,0,0,0,1,2
s1_00542.png,0,0,0,2,1
s1_00543.png,0,0,0,0,1
s1_00544.png,0,0,0,4,2
s1_00545.png,0,0,1,2,1
s1_00546.png,0,0,0,2,2
s1_00547.png,1,1,0,2,2
s1_00548.png,0,0,0,0,2
s1_00549.png,0,0,0,1,2
s1_00550.png,1,0,0,1,0
s1_00551.png,0,0,1,1,1
s1_00552.png,0,0,0,4,2
s1_00553.png,1,1,1,4,0
s1_00554.png,1,1,0,1,1
s1_00555.png,0,0,1,0,2
s1_00556.png,0,1,0,1,2
s1_00557.png,0,0,0,2,1
s1_00558.png,1,0,1,0,1
s1_00559.png,0,0,1,1,2
s1_00560.png,1,1,0,0,2
s1_00561.png,1,0,0,0,2
s1_00562.png,1,1,0,0,2
s1_00563.png,0,0,0,2,1
s1_00564.png,0,1,0,1,1
s1_00565.png,1,0,0,3,1
s1_00566.png,0,0,0,4,2
s1_00567.png,0,0,1,4,2
s1_00568.png,0,0,0,3,1
s1_00569.png,0,0,0,0,2
s1_00570.png,0,0,0,0,2
s1_00571.png,0,0,0,1,1
s1_00572.png,0,0,0,0,2
s1_00573.png,0,0,0,1,2
s1_00574.png,0,0,0,1,1
s1_00575.png,0,0,0,0,2
s1_00576.png,0,0,0,0,2
s1_00577.png,1,0,0,1,1
s1_00578.png,1,1,0,0,1
s1_00579.png,1,1,0,1,1
s1_00580.png,0,0,1,1,2
s1_00581.png,1,1,0,2,1
s1_00582.png,0,0,0,4,1
s1_00583.png,0,0,0,2,2
s1_00584.png,1,0,1,1,2
s1_00585.png,0,0,0,1,2
s1_00586.png,0,0,0,2,2
s1_00587.png,0,0,1,1,2
s1_00588.png,0,0,1,4,2
s1_00589.png,1,1,0,1,2
s1_00590.png,0,0,0,1,2
s1_00591.png,1,1,1,1,1
s1_00592.png,1,1,0,0,2
s1_00593.png,0,0,1,0,1
s1_00594.png,0,0,1,0,0
s1_00595.png,0,0,0,0,1
s1_00596.png,0,0,1,3,2
s1_00597.png,0,0,0,1,1
s1_00598.png,1,1,0,0,2
s1_00599.png,1,1,0,1,2
s1_00600.png,1,1,0,4,1
s1_00601.png,0,0,0,2,0
s1_00602.png,1,0,0,1,0
s1_00603.png,0,0,0,1,2
s1_00604.png,0,0,0,0,1
s1_00605.png,0,0,0,0,2
s1_00606.png,0,0,1,0,2
s1_00607.png,1,1,0,2,0
s1_00608.png,1,1,0,1,2
s1_00609.png,0,0,0,0,2
s1_00610.png,0,0,0,0,2
s1_00611.png,0,0,1,1,0
s1_00612.png,0,1,0,0,1
s1_00613.png,0,0,0,0,2
s1_00614.png,0,0,0,2,2
s1_00615.png,0,0,0,1,1
s1_00616.png,0,0,1,0,2
s1_00617.png,0,0,0,1,0
s1_00618.png,0,0,0,1,1
s1_00619.png,0,0,0,4,2
s1_00620.png,0,0,0,4,2
s1_00621.png,0,0,1,0,2
s1_00622.png,0,0,0,1,1
s1_00623.png,1,0,0,4,1
s1_00624.png,0,0,0,1,2
s1_00625.png,1,0,0,0,2
s1_00626.png,0,0,0,4,0
s1_00627.png,1,1,0,1,2
s1_00628.png,1,1,0,2,0
s1_00629.png,1,0,0,4,1
s1_00630.png,0,0,1,4,1
s1_00631.png,0,0,1,1,1
s1_00632.png,0,0,0,3,1
s1_00633.png,0,0,0,1,1
s1_00634.png,0,0,1,0,0
s1_00635.png,0,0,0,0,1
s1_00636.png,1,1,0,1,2
s1_00637.png,0,0,0,1,0
s1_00638.png,0,0,1,1,2
s1_00639.png,1,1,1,1,1
s1_00640.png,0,0,0,0,2
s1_00641.png,1,1,0,0,1
s1_00642.png,1,1,1,0,2
s1_00643.png,1,1,1,0,1
s1_00644.png,0,0,1,3,2
s1_00645.png,0,0,0,1,2
s1_00646.png,1,1,0,0,2
s1_00647.png,0,0,0,0,2
s1_00648.png,0,0,0,0,2
s1_00649.png,1,1,0,0,1
s1_00650.png,0,0,1,0,2
s1_00651.png,1,1,0,4,2
s1_00652.png,0,0,0,2,1
s1_00653.png,0,1,1,2,2
s1_00654.png,0,1,0,3,2
s1_00655.png,1,1,0,4,1
s1_00656.png,0,0,0,4,2
s1_00657.png,0,0,1,1,1
s1_00658.png,0,0,0,4,2
s1_00659.png,1,1,0,4,1
s1_00660.png,0,0,1,4,2
s1_00661.png,0,0,0,0,2
s1_00662.png,1,0,0,4,2
s1_00663.png,0,0,0,4,1
s1_00664.png,0,0,0,1,1
s1_00665.png,0,0,1,4,2
s1_00666.png,0,0,1,2,2
s1_00667.png,0,0,1,0,1
s1_00668.png,1,0,0,2,2
s1_00669.png,0,0,1,0,2
s1_00670.png,0,0,1,0,1
s1_00671.png,0,0,0,1,2
s1_00672.png,1,1,1,0,1
s1_00673.png,0,0,1,1,2
s1_00674.png,0,0,1,1,2
s1_00675.png,0,0,0,3,2
s1_00676.png,1,1,0,0,2
s1_00677.png,0,0,1,0,1
s1_00678.png,0,0,1,0,1
s1_00679.png,1,1,0,1,1
s1_00680.png,0,0,0,4,1
s1_00681.png,0,0,0,3,2
s1_00682.png,1,1,1,0,1
s1_00683.png,0,0,1,0,2
s1_00684.png,0,0,1,1,2
s1_00685.png,1,1,0,1,2
s1_00686.png,0,0,0,1,1
s1_00687.png,0,0,0,4,1
s1_00688.png,0,0,1,4,2
s1_00689.png,0,0,0,1,2
s1_00690.png,1,1,1,0,2
s1_00691.png,1,0,1,1,1
s1_00692.png,1,1,0,3,2
s1_00693.png,0,0,0,4,2
s1_00694.png,1,1,1,0,2
s1_00695.png,0,0,0,4,2
s1_00696.png,0,0,1,2,2
s1_00697.png,0,0,1,1,2
s1_00698.png,0,0,0,4,2
s1_00699.png,0,0,0,2,2
s1_00700.png,0,0,0,0,1
s1_00701.png,0,0,0,0,2
s1_00702.png,1,0,1,1,2
s1_00703.png,0,0,0,4,1
s1_00704.png,0,0,1,3,1
s1_00705.png,1,0,1,3,2
s1_00706.png,1,1,0,4,2
s1_00707.png,0,0,1,3,2
s1_00708.png,1,0,1,4,2
s1_00709.png,0,0,0,2,2
s1_00710.png,0,0,1,0,2
s1_00711.png,0,0,1,0,1
s1_00712.png,1,1,0,0,2
s1_00713.png,1,1,0,1,2
s1_00714.png,0,0,0,3,2
s1_00715.png,1,1,1,2,1
s1_00716.png,1,0,1,1,2
s1_00717.png,1,1,0,1,2
s1_00718.png,0,0,1,1,1
s1_00719.png,1,1,1,1,1
s1_00720.png,1,1,1,4,2
s1_00721.png,0,0,1,1,2
s1_00722.png,1,0,1,0,1
s1_00723.png,0,0,1,1,2
s1_00724.png,1,0,0,4,2
s1_00725.png,0,0,0,1,2
s1_00726.png,1,1,1,2,2
s1_00727.png,0,0,0,4,2
s1_00728.png,0,0,0,4,2
s1_00729.png,0,0,1,0,2
s1_00730.png,0,0,0,0,2
s1_00731.png,1,1,0,0,2
s1_00732.png,1,1,0,0,1
s1_00733.png,1,1,1,0,2
s1_00734.png,1,1,0,1,2
s1_00735.png,0,0,0,3,1
s1_00736.png,1,0,0,3,2
s1_00737.png,1,0,0,2,1
s1_00738.png,1,1,0,0,2
s1_00739.png,0,0,0,3,2
s1_00740.png,1,1,1,1,2
s1_00741.png,0,0,0,4,0
s1_00742.png,0,0,1,0,2
s1_00743.png,0,0,1,0,1
s1_00744.png,1,1,1,0,1
s1_00745.png,0,0,0,0,1
s1_00746.png,0,0,1,2,2
s1_00747.png,0,0,1,4,2
s1_00748.png,0,0,0,0,2
s1_00749.png,0,0,0,4,2
s1_00750.png,1,1,0,1,1
s1_00751.png,1,0,0,3,2
s1_00752.png,0,0,0,1,2
s1_00753.png,0,0,0,4,2
s1_00754.png,0,0,0,1,0
s1_00755.png,0,0,0,3,2
s1_00756.png,0,0,0,0,2
s1_00757.png,0,0,0,1,2
s1_00758.png,0,0,1,1,1
s1_00759.png,0,0,1,0,2
s1_00760.png,0,0,1,1,0
s1_00761.png,0,0,0,0,1
s1_00762.png,0,0,0,4,2
s1_00763.png,0,0,1,0,1
s1_00764.png,1,1,0,4,1
s1_00765.png,1,0,0,3,2
s1_00766.png,1,0,1,3,1
s1_00767.png,0,0,0,2,1
s1_00768.png,0,0,1,1,2
s1_00769.png,0,0,0,1,2
s1_00770.png,0,0,0,0,1
s1_00771.png,0,0,1,0,2
s1_00772.png,0,0,0,0,1
s1_00773.png,0,0,0,4,1
