image_name,barbe,moustache,lunettes,taille_cheveux,couleur_cheveux
s8_00273,1,1,1,2,0
s8_00274,1,0,0,2,2
s8_00275,0,0,0,1,4
s8_00276,0,0,0,2,1
s8_00277,1,0,0,1,4
s8_00278,0,0,1,2,4
s8_00279,0,0,0,1,4
s8_00280,0,0,0,2,0
s8_00281,1,1,1,1,1
s8_00282,0,1,1,1,4
s8_00283,1,1,1,2,4
s8_00284,0,0,1,2,0
s8_00285,0,0,1,2,0
s8_00286,0,0,0,2,0
s8_00287,1,1,0,2,4
s8_00288,0,0,1,2,4
s8_00289,0,0,0,1,1
s8_00290,0,0,0,1,1
s8_00291,1,1,1,2,1
s8_00292,1,1,0,2,0
s8_00293,0,0,1,2,1
s8_00294,1,0,1,2,3
s8_00295,1,0,1,2,0
s8_00296,0,1,0,1,0
s8_00297,0,0,1,1,1
s8_00298,0,0,1,1,1
s8_00299,1,0,0,2,0
s8_00300,0,0,1,2,0
s8_00301,1,0,0,1,0
s8_00302,0,0,1,2,1
s8_00303,1,1,0,2,3
s8_00304,0,0,0,1,0
s8_00305,1,1,1,2,4
s8_00306,1,1,1,2,1
s8_00307,0,0,1,2,4
s8_00308,1,1,1,2,2
s8_00309,0,0,1,0,1
s8_00310,0,0,0,1,2
s8_00311,1,0,1,2,1
s8_00312,0,0,0,2,1
s8_00313,1,1,0,1,4
s8_00314,0,1,1,1,4
s8_00315,0,1,1,1,2
s8_00316,1,1,0,1,0
s8_00317,1,1,0,2,3
s8_00318,1,0,1,2,0
s8_00319,0,0,1,1,0
s8_00320,1,0,0,2,4
s8_00321,1,1,1,1,4
s8_00322,1,1,0,1,4
s8_00323,1,1,0,2,0
s8_00324,0,0,0,1,2
s8_00325,0,0,1,2,0
s8_00326,1,1,0,2,4
s8_00327,1,1,1,1,1
s8_00328,0,0,1,1,1
s8_00329,0,0,0,2,0
s8_00330,1,1,0,0,0
s8_00331,1,1,0,2,4
s8_00332,1,1,1,2,3
s8_00333,0,0,0,1,3
s8_00334,0,0,0,2,1
s8_00335,1,1,1,1,1
s8_00336,1,1,0,1,0
s8_00337,0,0,0,2,4
s8_00338,1,1,1,1,4
s8_00339,0,0,0,2,0
s8_00340,0,0,1,1,3
s8_00341,0,0,0,2,1
s8_00342,0,0,0,1,2
s8_00343,1,0,0,2,0
s8_00344,1,1,0,1,0
s8_00345,0,0,1,2,4
s8_00346,0,0,0,0,4
s8_00347,1,0,1,2,2
s8_00348,1,1,1,1,0
s8_00349,0,0,1,1,4
s8_00350,1,1,0,2,0
s8_00351,0,0,0,1,4
s8_00352,0,0,0,2,1
s8_00353,0,0,0,1,4
s8_00354,0,0,1,1,2
s8_00355,1,0,1,2,1
s8_00356,1,0,0,2,0
s8_00357,0,0,0,2,4
s8_00358,0,0,1,2,1
s8_00359,0,0,1,2,1
s8_00360,0,0,0,1,4
s8_00361,1,0,0,1,1
s8_00362,0,0,1,1,1
s8_00363,1,1,1,2,0
s8_00364,0,0,0,2,1
s8_00365,1,1,0,2,4
s8_00366,1,0,0,0,4
s8_00367,0,0,1,1,4
s8_00368,0,0,1,1,0
s8_00369,0,0,1,2,3
s8_00370,0,1,0,2,4
s8_00371,0,0,0,2,0
s8_00372,1,1,1,2,0
s8_00373,1,1,1,2,1
s8_00374,1,1,0,2,1
s8_00375,1,1,1,1,2
s8_00376,1,1,0,2,0
s8_00377,1,1,1,1,2
s8_00378,1,1,1,1,3
s8_00379,1,0,1,2,1
s8_00380,1,0,1,2,3
s8_00381,1,1,0,1,1
s8_00382,0,0,1,1,2
s8_00383,0,0,1,1,1
s8_00384,1,1,0,2,0
s8_00385,0,0,0,2,4
s8_00386,0,0,0,2,4
s8_00387,1,1,1,2,1
s8_00388,0,0,1,2,0
s8_00389,1,0,1,1,0
s8_00390,0,0,0,2,2
s8_00391,1,1,0,2,0
s8_00392,1,1,0,1,1
s8_00393,1,1,1,2,4
s8_00394,0,0,1,2,1
s8_00395,0,0,0,1,0
s8_00396,0,0,1,1,0
s8_00397,1,1,0,2,3
s8_00398,1,1,0,1,1
s8_00399,0,0,0,2,1
s8_00400,0,1,1,2,0
s8_00401,0,0,0,2,4
s8_00402,1,0,0,1,0
s8_00403,0,0,0,2,4
s8_00404,1,1,0,1,4
s8_00405,0,0,1,2,2
s8_00406,0,0,0,2,3
s8_00407,0,0,1,2,1
s8_00408,0,0,0,2,1
s8_00409,0,0,0,1,1
s8_00410,1,1,1,2,1
s8_00411,1,1,1,1,0
s8_00412,1,1,0,2,1
s8_00413,1,1,1,1,3
s8_00414,0,0,1,1,0
s8_00415,0,0,1,2,2
s8_00416,0,0,0,2,2
s8_00417,1,1,0,1,1
s8_00418,0,0,0,2,4
s8_00419,0,0,1,2,4
s8_00420,0,0,0,2,0
s8_00421,1,1,1,2,1
s8_00422,0,0,1,1,4
s8_00423,1,0,1,2,3
s8_00424,0,0,0,2,1
s8_00425,0,0,0,1,1
s8_00426,0,0,0,2,1
s8_00427,0,0,1,2,4
s8_00428,1,0,0,2,4
s8_00429,1,1,0,2,1
s8_00430,0,0,1,0,3
s8_00431,1,1,1,1,0
s8_00432,0,0,1,1,1
s8_00433,1,1,0,1,0
s8_00434,0,0,0,2,4
s8_00435,1,1,1,2,0
s8_00436,1,1,1,1,4
s8_00437,1,1,0,1,0
s8_00438,0,0,1,2,0
s8_00439,1,1,0,2,1
s8_00440,0,0,0,1,0
s8_00441,0,0,0,2,1
s8_00442,0,0,1,1,2
s8_00443,0,0,1,2,1
s8_00444,1,1,0,2,3
s8_00445,1,1,0,1,1
s8_00446,0,0,0,1,0
s8_00447,1,1,1,2,3
s8_00448,0,0,1,2,1
s8_00449,0,0,1,2,1
s8_00450,0,0,0,2,2
s8_00451,0,1,0,2,3
s8_00452,1,1,1,2,4
s8_00453,1,0,0,2,0
s8_00454,0,0,0,2,1
s8_00455,0,0,0,2,0
s8_00456,0,0,0,2,1
s8_00457,1,1,0,2,4
s8_00458,1,1,1,1,1
s8_00459,0,0,1,2,1
s8_00460,0,0,0,0,0
s8_00461,1,1,0,2,1
s8_00462,0,0,0,2,0
s8_00463,0,1,1,2,4
s8_00464,1,1,1,1,1
s8_00465,1,1,1,2,0
s8_00466,0,0,1,2,0
s8_00467,0,0,1,2,0
s8_00468,1,0,1,2,1
s8_00469,0,0,0,2,0
s8_00470,1,1,0,2,3
s8_00471,1,1,1,2,0
s8_00472,0,0,0,2,0
s8_00473,0,1,0,1,1
s8_00474,1,1,1,2,3
s8_00475,1,1,0,2,1
s8_00476,1,1,1,1,4
s8_00477,0,0,1,1,2
s8_00478,0,0,0,2,1
s8_00479,0,0,1,1,3
s8_00480,1,1,1,2,2
s8_00481,0,0,0,1,1
s8_00482,1,1,1,2,1
s8_00483,0,0,1,1,1
s8_00484,0,1,1,0,0
s8_00485,0,0,1,1,1
s8_00486,0,0,1,2,4
s8_00487,0,0,1,2,1
s8_00488,0,0,0,1,4
s8_00489,0,0,0,1,1
s8_00490,0,0,1,2,1
s8_00491,0,0,0,1,0
s8_00492,0,0,1,2,0
s8_00493,0,0,1,1,4
s8_00494,1,1,1,1,1
s8_00495,0,0,1,2,1
s8_00496,1,0,0,1,2
s8_00497,0,0,0,2,0
s8_00498,0,0,0,2,1
s8_00499,1,1,1,1,4
s8_00500,0,1,1,2,3
s8_00501,0,0,0,2,4
s8_00502,1,1,1,2,1
s8_00503,0,0,1,1,4
s8_00504,1,1,1,1,1
s8_00505,0,0,1,2,0
s8_00506,0,0,0,0,2
s8_00507,1,0,1,1,4
s8_00508,0,0,1,2,2
s8_00509,1,0,0,1,1
s8_00510,0,0,0,1,4
s8_00511,1,1,0,2,0
s8_00512,0,0,1,2,0
s8_00513,0,0,0,1,1
s8_00514,0,0,1,1,3
s8_00515,0,0,1,2,4
s8_00516,0,0,0,1,2
s8_00517,0,0,1,1,4
s8_00518,0,0,1,1,4
s8_00519,1,0,0,2,0
s8_00520,1,1,1,2,2
s8_00521,0,0,1,1,3
s8_00522,0,0,0,1,1
s8_00523,1,0,0,1,0
s8_00524,0,0,1,2,3
s8_00525,1,0,1,2,4
s8_00526,0,0,0,1,0
s8_00527,1,1,1,2,1
s8_00528,0,0,1,1,0
s8_00529,1,1,1,2,1
s8_00530,0,0,0,2,0
s8_00531,0,0,0,2,1
s8_00532,0,0,0,2,0
s8_00533,1,1,1,2,4
s8_00534,1,1,1,2,0
s8_00535,0,0,0,2,4
s8_00536,0,0,0,1,4
s8_00537,0,1,1,1,2
s8_00538,0,0,1,1,0
s8_00539,1,1,0,1,2
s8_00540,0,0,1,2,2
s8_00541,1,1,0,1,1
s8_00542,0,0,0,1,1
s8_00543,1,1,0,2,4
s8_00544,1,0,0,0,1
s8_00545,0,0,1,2,4
s8_00546,0,0,1,1,1
s8_00547,0,0,0,2,4
s8_00548,0,0,0,1,2
s8_00549,0,0,0,2,0
s8_00550,0,0,0,1,1
s8_00551,0,0,0,0,4
s8_00552,1,0,1,1,2
s8_00553,1,1,0,1,0
s8_00554,0,0,0,1,1
s8_00555,0,0,0,2,2
s8_00556,1,0,1,1,2
s8_00557,0,0,1,1,0
s8_00558,0,0,0,0,0
s8_00559,0,0,0,2,2
s8_00560,0,0,1,2,1
s8_00561,0,0,1,2,1
s8_00562,1,1,1,1,0
s8_00563,0,0,1,1,3
s8_00564,0,0,0,1,0
s8_00565,0,0,1,2,0
s8_00566,0,0,0,1,0
s8_00567,0,0,1,2,4
s8_00568,1,0,1,1,4
s8_00569,0,0,0,1,3
s8_00570,1,1,0,1,3
s8_00571,1,1,1,1,4
s8_00572,0,0,0,2,0
s8_00573,0,0,1,2,3
s8_00574,0,0,0,0,4
s8_00575,0,0,0,0,0
s8_00576,1,1,1,1,1
s8_00577,0,0,0,1,0
s8_00578,0,0,1,2,4
s8_00579,0,0,1,2,1
s8_00580,0,0,0,2,1
s8_00581,0,1,0,2,1
s8_00582,0,0,1,1,1
s8_00583,0,0,0,1,1
s8_00584,1,1,1,1,1
s8_00585,1,0,1,0,0
s8_00586,0,0,1,2,3
s8_00587,1,1,1,2,1
s8_00588,0,0,0,2,3
s8_00589,1,1,0,2,3
s8_00590,1,1,0,0,4
s8_00591,0,0,0,1,4
s8_00592,0,0,1,1,1
s8_00593,1,1,0,2,4
s8_00594,0,0,0,2,2
s8_00595,0,0,1,2,2
s8_00596,0,0,1,2,4
s8_00597,0,0,1,2,1
s8_00598,1,1,1,2,4
s8_00599,1,1,1,2,1
s8_00600,0,0,1,1,2
s8_00601,1,1,1,2,1
s8_00602,0,0,1,2,0
s8_00603,1,1,1,2,2
s8_00604,1,1,1,1,0
s8_00605,0,0,1,2,0
s8_00606,1,1,0,2,0
s8_00607,0,0,0,1,0
s8_00608,0,0,0,1,4
s8_00609,0,0,0,2,0
s8_00610,1,1,0,2,0
s8_00611,0,0,1,2,0
s8_00612,1,1,0,1,4
s8_00613,1,1,0,2,3
s8_00614,0,0,1,1,4
s8_00615,1,0,0,2,2
s8_00616,1,1,0,1,0
s8_00617,0,0,0,2,0
s8_00618,0,0,1,1,3
s8_00619,0,0,0,2,4
s8_00620,0,0,0,1,0
s8_00621,1,1,0,2,1
s8_00622,1,1,0,1,0
s8_00623,1,1,0,2,4
s8_00624,0,0,0,2,3
s8_00625,0,0,0,1,0
s8_00626,0,0,0,2,0
s8_00627,1,1,1,2,0
s8_00628,0,0,0,1,4
s8_00629,0,1,1,2,0
s8_00630,0,0,1,1,4
s8_00631,0,0,0,2,1
s8_00632,1,0,1,2,1
s8_00633,1,1,1,1,1
s8_00634,1,1,0,2,4
s8_00635,0,0,1,2,4
s8_00636,0,0,0,2,1
s8_00637,0,0,0,2,0
s8_00638,1,1,1,1,0
s8_00639,1,1,1,2,1
s8_00640,0,0,1,2,1
s8_00641,0,0,1,2,2
s8_00642,0,0,0,2,3
s8_00643,0,0,0,2,0
s8_00644,0,0,0,1,3
s8_00645,0,0,1,2,4
s8_00646,0,0,0,1,1
s8_00647,0,0,1,2,4
s8_00648,1,1,0,2,4
s8_00649,0,0,0,2,0
s8_00650,0,0,1,2,1
s8_00651,1,0,0,1,2
s8_00652,0,0,0,2,0
s8_00653,0,0,1,2,1
s8_00654,0,0,0,1,1
s8_00655,0,0,0,1,0
s8_00656,1,1,0,2,1
s8_00657,1,1,1,1,4
s8_00658,0,0,1,1,4
s8_00659,0,0,1,1,1
s8_00660,1,0,1,1,3
s8_00661,1,1,0,1,2
s8_00662,1,1,1,2,3
s8_00663,0,0,1,2,3
s8_00664,0,1,1,2,0
s8_00665,1,1,1,2,1
s8_00666,0,0,1,1,0
s8_00667,0,0,0,2,2
s8_00668,1,0,1,2,1
s8_00669,1,1,1,2,1
s8_00670,1,1,0,2,1
s8_00671,0,1,0,2,0
s8_00672,0,0,0,2,1
s8_00673,0,0,0,2,0
s8_00674,1,1,1,1,4
s8_00675,0,1,1,2,4
s8_00676,0,0,0,2,4
s8_00677,0,0,0,2,3
s8_00678,1,1,1,2,1
s8_00679,1,1,1,1,0
s8_00680,0,0,0,2,3
s8_00681,1,0,1,2,4
s8_00682,1,0,1,0,4
s8_00683,0,0,0,1,4
s8_00684,1,1,0,1,1
s8_00685,1,0,1,1,3
s8_00686,0,0,0,2,4
s8_00687,0,0,1,2,1
s8_00688,0,0,0,2,2
s8_00689,0,0,0,2,1
s8_00690,0,0,1,1,0
s8_00691,0,0,1,2,4
s8_00692,1,1,1,1,0
s8_00693,1,1,1,2,1
s8_00694,0,0,1,1,3
s8_00695,0,0,1,2,4
s8_00696,1,1,0,0,1
s8_00697,1,1,1,2,1
s8_00698,0,0,0,2,1
s8_00699,1,1,0,2,0
s8_00700,0,0,0,2,0
s8_00701,0,0,1,2,0
s8_00702,0,0,1,2,0
s8_00703,0,0,1,1,0
s8_00704,1,1,0,2,0
s8_00705,1,1,0,2,1
s8_00706,0,0,1,2,1
s8_00707,1,0,1,2,1
s8_00708,0,0,0,1,0
s8_00709,1,1,0,2,0
s8_00710,0,0,0,1,0
s8_00711,0,0,1,1,1
s8_00712,0,0,0,1,1
s8_00713,0,0,0,1,0
s8_00714,1,1,1,1,0
s8_00715,0,1,0,2,0
s8_00716,1,0,1,2,1
s8_00717,0,0,1,2,1
s8_00718,1,0,0,2,1
s8_00719,0,0,0,2,0
s8_00720,1,1,1,2,4
s8_00721,0,1,1,2,0
s8_00722,1,0,0,2,1
s8_00723,1,1,1,2,0
s8_00724,0,0,1,1,2
s8_00725,1,1,1,2,4
s8_00726,0,0,0,2,1
s8_00727,1,1,1,2,4
s8_00728,0,0,1,2,2
s8_00729,0,0,1,0,4
s8_00730,1,1,1,1,4
s8_00731,0,0,0,1,1
s8_00732,0,0,0,2,0
s8_00733,1,1,1,2,4
s8_00734,1,1,0,2,4
s8_00735,0,0,1,2,0
s8_00736,0,0,0,1,1
s8_00737,0,0,1,1,2
s8_00738,0,0,1,2,0
s8_00739,0,0,0,2,3
s8_00740,1,1,0,2,0
s8_00741,1,1,0,1,4
s8_00742,0,0,1,1,1
s8_00743,0,0,0,2,1
s8_00744,1,1,0,2,2
s8_00745,0,0,0,2,4
s8_00746,0,0,1,2,1
s8_00747,0,0,0,2,4
s8_00748,0,0,1,1,0
s8_00749,1,1,1,2,1
s8_00750,0,0,0,2,1
s8_00751,1,0,0,2,4
s8_00752,1,1,0,1,3
s8_00753,0,0,1,2,2
s8_00754,0,0,1,1,1
s8_00755,1,1,0,1,3
s8_00756,0,0,0,2,0
s8_00757,1,1,0,2,0
s8_00758,1,1,0,1,1
s8_00759,0,0,0,2,4
s8_00760,0,0,1,1,0
s8_00761,0,0,1,2,0
s8_00762,0,0,0,2,0
s8_00763,1,1,1,2,1
s8_00764,1,1,1,2,1
s8_00765,0,1,0,2,3
s8_00766,0,0,1,2,0
s8_00767,0,0,1,1,0
s8_00768,1,1,1,2,0
s8_00769,1,1,0,2,1
s8_00770,0,0,1,2,2
s8_00771,1,1,0,2,4
s8_00772,0,0,1,1,3
s8_00773,0,0,0,2,1
s8_00774,1,0,0,2,0
s8_00775,1,0,0,2,2
s8_00776,0,0,1,1,4
s8_00777,1,1,0,1,4
s8_00778,1,0,0,2,1
s8_00779,0,0,1,2,4
s8_00780,0,0,0,2,3
s8_00781,0,0,0,2,0
s8_00782,0,0,0,2,0
s8_00783,0,0,0,2,1
s8_00784,0,0,1,2,1
s8_00785,0,0,0,2,4
s8_00786,0,1,1,1,0
s8_00787,0,0,1,2,4
s8_00788,0,0,0,2,0
s8_00789,1,1,1,2,1
s8_00790,0,0,1,2,0
s8_00791,0,0,1,0,1
s8_00792,1,0,1,0,4
s8_00793,0,0,1,2,1
s8_00794,0,0,1,2,3
s8_00795,1,1,0,2,4
s8_00796,0,0,1,2,2
s8_00797,0,0,1,2,0
s8_00798,1,0,1,0,0
s8_00799,0,0,0,1,1
s8_00800,0,0,1,2,4
s8_00801,0,0,0,1,3
s8_00802,0,0,0,2,3
s8_00803,0,1,1,2,4
s8_00804,0,0,0,2,4
s8_00805,1,1,1,2,0
s8_00806,0,0,1,2,4
s8_00807,0,0,1,2,0
s8_00808,0,0,0,1,1
s8_00809,0,0,0,2,0
s8_00810,1,1,1,1,1
s8_00811,1,1,1,2,4
s8_00812,1,1,0,2,2
s8_00813,0,0,0,2,1
s8_00814,1,1,0,2,4
s8_00815,1,1,0,2,0
s8_00816,0,0,1,1,1
s8_00817,1,1,1,2,2
s8_00818,0,0,1,2,1
s8_00819,1,1,1,2,1
s8_00820,1,1,0,2,3
s8_00821,1,1,0,1,1
s8_00822,1,1,0,1,3
s8_00823,1,0,1,2,0
s8_00824,0,0,0,2,4
s8_00825,1,1,1,1,3
s8_00826,1,0,0,1,0
s8_00827,1,0,0,1,3
s8_00828,0,0,1,1,2
s8_00829,1,1,0,2,2
s8_00830,1,1,0,1,1
s8_00831,0,0,0,2,2
s8_00832,0,0,0,2,0
s8_00833,0,0,1,2,1
s8_00834,1,1,0,1,0
s8_00835,1,1,1,2,3
s8_00836,0,0,0,1,1
s8_00837,1,0,1,1,4
s8_00838,1,1,1,1,4
s8_00839,1,1,0,2,0
s8_00840,1,1,0,2,2
s8_00841,0,0,1,1,1
s8_00842,1,1,1,2,3
s8_00843,1,0,1,2,2
s8_00844,1,0,0,2,4
s8_00845,0,1,0,2,1
s8_00846,1,1,0,0,4
s8_00847,0,0,1,1,0
s8_00848,1,0,0,2,1
s8_00849,0,0,1,2,1
s8_00850,1,0,1,2,3
s8_00851,1,0,1,0,1
s8_00852,0,0,0,2,1
s8_00853,1,1,0,1,2
s8_00854,0,0,0,2,0
s8_00855,0,0,1,1,4
s8_00856,1,1,1,2,2
s8_00857,1,1,1,1,0
s8_00858,0,0,0,2,4
s8_00859,0,0,0,2,1
s8_00860,0,0,1,2,4
s8_00861,1,1,0,2,0
s8_00862,0,0,0,1,4
s8_00863,0,0,1,2,4
s8_00864,1,1,1,1,1
s8_00865,0,0,0,0,1
s8_00866,0,0,0,1,2
s8_00867,0,0,0,2,4
s8_00868,0,0,1,2,0
s8_00869,0,0,0,1,1
