image_name,barbe,moustache,lunettes,taille_cheveux,couleur_cheveux
s7_00282,0,0,1,2,2
s7_00283,0,0,0,1,4
s7_00284,0,0,1,2,0
s7_00285,0,0,1,2,1
s7_00286,1,1,1,2,3
s7_00287,0,0,0,1,4
s7_00288,0,0,0,2,4
s7_00289,0,0,0,1,1
s7_00290,0,0,1,2,1
s7_00291,1,1,1,1,2
s7_00292,0,0,0,0,1
s7_00293,0,0,1,2,0
s7_00294,0,1,0,2,2
s7_00295,1,1,1,1,4
s7_00296,0,0,1,2,1
s7_00297,1,0,1,1,0
s7_00298,1,1,1,1,0
s7_00299,0,0,1,2,0
s7_00300,1,0,1,1,4
s7_00301,0,0,1,2,4
s7_00302,1,1,1,0,4
s7_00303,0,0,0,1,0
s7_00304,1,1,1,2,2
s7_00305,0,0,0,2,0
s7_00306,0,0,1,2,1
s7_00307,0,0,1,2,0
s7_00308,0,0,0,1,3
s7_00309,1,1,0,1,4
s7_00310,1,1,0,1,0
s7_00311,1,1,0,2,4
s7_00312,0,0,0,1,4
s7_00313,1,1,0,2,3
s7_00314,0,0,1,2,4
s7_00315,0,0,0,2,1
s7_00316,1,1,0,1,0
s7_00317,0,0,0,2,0
s7_00318,0,0,0,2,1
s7_00319,1,1,0,2,4
s7_00320,1,1,0,2,3
s7_00321,0,0,0,1,2
s7_00322,0,0,1,2,1
s7_00323,0,0,0,2,1
s7_00324,1,0,0,2,1
s7_00325,1,0,1,1,0
s7_00326,0,0,1,1,1
s7_00327,1,1,1,1,0
s7_00328,0,1,1,2,3
s7_00329,0,0,0,1,1
s7_00330,1,1,0,1,3
s7_00331,1,1,0,2,4
s7_00332,1,0,1,2,4
s7_00333,1,0,0,2,0
s7_00334,1,0,0,2,1
s7_00335,0,0,0,1,4
s7_00336,0,0,0,2,1
s7_00337,0,0,1,2,3
s7_00338,0,0,1,1,0
s7_00339,1,1,0,2,0
s7_00340,0,0,0,2,3
s7_00341,1,0,1,1,0
s7_00342,0,0,1,1,1
s7_00343,0,0,0,2,1
s7_00344,0,0,1,2,1
s7_00345,0,1,1,1,1
s7_00346,0,0,0,1,1
s7_00347,0,0,1,1,0
s7_00348,0,0,1,2,4
s7_00349,0,0,1,1,0
s7_00350,1,0,0,1,1
s7_00351,1,1,0,1,4
s7_00352,1,0,0,2,4
s7_00353,0,0,0,1,0
s7_00354,0,0,1,1,4
s7_00355,1,0,1,1,1
s7_00356,0,0,1,2,4
s7_00357,1,1,0,0,2
s7_00358,0,0,1,2,4
s7_00359,0,0,1,2,0
s7_00360,1,1,1,2,1
s7_00361,1,1,1,2,4
s7_00362,1,1,0,2,4
s7_00363,1,1,1,1,2
s7_00364,0,0,0,2,3
s7_00365,0,0,0,1,1
s7_00366,1,1,1,2,1
s7_00367,0,0,0,1,3
s7_00368,1,1,1,0,4
s7_00369,0,0,1,2,1
s7_00370,0,0,1,1,1
s7_00371,0,0,0,2,0
s7_00372,0,0,0,2,4
s7_00373,1,0,0,2,1
s7_00374,0,0,1,1,4
s7_00375,1,1,0,2,1
s7_00376,0,0,1,2,0
s7_00377,0,0,0,2,1
s7_00378,0,0,1,1,3
s7_00379,0,0,0,2,4
s7_00380,1,1,0,1,2
s7_00381,0,0,0,2,3
s7_00382,1,0,1,1,1
s7_00383,0,0,0,2,1
s7_00384,0,0,1,2,4
s7_00385,0,0,1,2,1
s7_00386,1,1,0,2,1
s7_00387,0,0,0,1,4
s7_00388,1,1,0,2,4
s7_00389,0,0,1,0,4
s7_00390,0,0,0,2,2
s7_00391,1,1,1,2,3
s7_00392,0,0,0,0,0
s7_00393,1,1,0,1,1
s7_00394,0,0,1,2,4
s7_00395,0,0,1,1,4
s7_00396,0,0,1,2,1
s7_00397,1,1,1,2,1
s7_00398,0,0,1,0,1
s7_00399,0,0,1,1,2
s7_00400,1,1,0,1,0
s7_00401,1,1,0,1,4
s7_00402,0,1,0,1,0
s7_00403,1,1,1,1,1
s7_00404,1,1,0,2,3
s7_00405,1,1,1,2,0
s7_00406,1,1,0,1,2
s7_00407,0,0,0,2,3
s7_00408,1,0,1,2,4
s7_00409,0,0,0,2,0
s7_00410,0,0,1,1,1
s7_00411,0,0,1,1,4
s7_00412,0,0,0,2,0
s7_00413,1,1,0,2,4
s7_00414,0,0,0,2,0
s7_00415,0,0,0,2,2
s7_00416,0,0,1,1,4
s7_00417,1,1,0,2,1
s7_00418,1,1,0,2,0
s7_00419,1,1,0,2,1
s7_00420,1,1,1,1,1
s7_00421,1,1,0,2,1
s7_00422,1,1,1,1,1
s7_00423,0,0,1,2,0
s7_00424,1,1,1,2,1
s7_00425,1,0,0,2,1
s7_00426,1,1,1,2,1
s7_00427,1,1,1,2,1
s7_00428,0,0,1,2,1
s7_00429,1,1,0,1,3
s7_00430,0,0,0,1,3
s7_00431,1,1,1,1,0
s7_00432,0,0,1,1,1
s7_00433,0,0,1,2,0
s7_00434,1,1,1,1,1
s7_00435,0,0,0,2,2
s7_00436,0,0,0,2,0
s7_00437,0,0,1,1,1
s7_00438,0,0,0,2,2
s7_00439,0,0,0,2,1
s7_00440,1,1,0,1,0
s7_00441,0,0,1,1,1
s7_00442,1,1,1,1,2
s7_00443,0,0,1,2,2
s7_00444,1,1,1,2,0
s7_00445,1,1,1,2,3
s7_00446,0,0,1,2,0
s7_00447,1,1,1,1,0
s7_00448,0,0,1,2,4
s7_00449,0,0,0,1,1
s7_00450,0,0,1,1,0
s7_00451,0,0,0,2,0
s7_00452,0,0,0,1,1
s7_00453,0,0,1,2,1
s7_00454,1,1,0,2,1
s7_00455,0,0,0,2,0
s7_00456,0,0,1,1,2
s7_00457,1,1,0,1,1
s7_00458,0,0,1,2,2
s7_00459,0,0,0,1,2
s7_00460,1,0,0,1,1
s7_00461,1,1,0,0,1
s7_00462,1,0,0,2,0
s7_00463,0,0,0,2,2
s7_00464,1,1,1,2,3
s7_00465,1,1,0,2,0
s7_00466,1,1,0,0,0
s7_00467,1,1,0,2,0
s7_00468,0,0,1,1,2
s7_00469,1,0,0,2,0
s7_00470,0,0,1,1,2
s7_00471,0,0,1,2,4
s7_00472,1,1,0,2,4
s7_00473,1,1,0,1,1
s7_00474,1,0,1,0,1
s7_00475,1,1,1,2,0
s7_00476,1,1,1,2,1
s7_00477,0,0,0,2,2
s7_00478,1,0,0,1,3
s7_00479,0,0,1,2,4
s7_00480,0,0,1,1,2
s7_00481,1,0,0,2,0
s7_00482,1,1,1,2,3
s7_00483,0,0,0,1,2
s7_00484,1,1,1,1,0
s7_00485,0,0,0,2,0
s7_00486,1,1,1,2,1
s7_00487,0,0,1,2,1
s7_00488,1,1,1,2,1
s7_00489,0,0,0,1,1
s7_00490,0,0,1,1,3
s7_00491,1,1,1,1,4
s7_00492,0,0,1,2,1
s7_00493,0,0,0,1,1
s7_00494,1,0,1,0,1
s7_00495,1,0,0,2,4
s7_00496,0,0,0,2,2
s7_00497,1,0,0,2,2
s7_00498,1,0,1,2,4
s7_00499,1,1,1,2,1
s7_00500,0,0,1,2,0
s7_00501,0,0,0,0,0
s7_00502,1,0,1,2,0
s7_00503,1,1,0,1,3
s7_00504,0,0,0,2,0
s7_00505,0,0,1,2,0
s7_00506,1,1,1,1,4
s7_00507,1,0,1,1,4
s7_00508,1,0,0,2,2
s7_00509,0,0,0,2,0
s7_00510,1,1,1,2,2
s7_00511,0,0,0,2,1
s7_00512,1,1,0,2,1
s7_00513,1,0,0,2,0
s7_00514,0,0,0,2,4
s7_00515,1,1,1,2,0
s7_00516,0,0,1,1,0
s7_00517,0,0,1,2,1
s7_00518,1,0,0,1,2
s7_00519,1,1,0,1,4
s7_00520,1,1,1,1,3
s7_00521,0,0,1,2,0
s7_00522,0,0,1,1,2
s7_00523,0,0,1,0,1
s7_00524,0,0,1,2,4
s7_00525,1,1,1,2,3
s7_00526,1,1,0,1,4
s7_00527,0,0,1,2,1
s7_00528,1,1,1,2,0
s7_00529,0,0,0,2,0
s7_00530,0,0,1,2,3
s7_00531,0,0,1,1,4
s7_00532,0,0,0,2,0
s7_00533,0,0,0,1,0
s7_00534,0,0,0,2,1
s7_00535,0,0,1,1,3
s7_00536,0,0,0,2,1
s7_00537,0,0,1,0,1
s7_00538,0,0,1,2,2
s7_00539,0,0,0,2,0
s7_00540,1,1,0,2,1
s7_00541,1,1,0,2,1
s7_00542,0,0,0,2,1
s7_00543,0,0,1,0,1
s7_00544,0,0,0,2,1
s7_00545,0,0,0,1,4
s7_00546,1,1,0,2,0
s7_00547,1,1,0,0,1
s7_00548,1,1,1,1,0
s7_00549,0,0,1,2,3
s7_00550,0,0,1,2,1
s7_00551,0,0,1,1,4
s7_00552,0,0,0,1,0
s7_00553,1,0,1,2,0
s7_00554,0,1,0,2,1
s7_00555,1,1,1,1,1
s7_00556,1,1,0,2,0
s7_00557,1,1,1,2,1
s7_00558,1,1,1,2,3
s7_00559,1,1,1,2,1
s7_00560,1,0,1,2,3
s7_00561,1,1,0,2,1
s7_00562,1,1,1,2,1
s7_00563,0,0,1,1,1
s7_00564,0,0,1,2,0
s7_00565,0,0,1,0,0
s7_00566,0,0,0,2,1
s7_00567,0,0,0,2,1
s7_00568,1,1,0,1,1
s7_00569,0,1,0,2,3
s7_00570,0,0,1,1,0
s7_00571,0,0,1,2,1
s7_00572,1,1,1,1,4
s7_00573,1,1,1,0,3
s7_00574,0,0,0,1,4
s7_00575,0,0,0,2,0
s7_00576,0,0,0,2,0
s7_00577,1,1,1,2,0
s7_00578,1,1,0,2,1
s7_00579,0,0,1,1,3
s7_00580,0,0,0,2,0
s7_00581,0,0,1,2,0
s7_00582,0,0,1,0,3
s7_00583,1,1,0,2,0
s7_00584,1,0,0,1,1
s7_00585,0,0,0,2,0
s7_00586,0,0,1,1,3
s7_00587,1,1,1,1,0
s7_00588,1,1,1,2,1
s7_00589,1,1,0,2,2
s7_00590,0,0,1,1,1
s7_00591,1,1,0,2,1
s7_00592,0,0,0,1,2
s7_00593,0,0,0,2,1
s7_00594,1,1,0,1,1
s7_00595,0,0,0,2,4
s7_00596,0,0,1,2,1
s7_00597,1,1,0,2,1
s7_00598,0,0,1,1,1
s7_00599,1,1,1,2,3
s7_00600,1,0,0,1,3
s7_00601,0,0,1,1,2
s7_00602,0,0,0,2,1
s7_00603,0,1,0,1,4
s7_00604,0,0,1,1,2
s7_00605,0,0,0,2,0
s7_00606,0,0,1,2,1
s7_00607,1,0,0,2,1
s7_00608,0,0,1,1,0
s7_00609,1,0,1,1,0
s7_00610,0,0,0,2,4
s7_00611,0,0,0,2,1
s7_00612,1,0,0,1,2
s7_00613,0,0,1,1,0
s7_00614,0,0,1,2,3
s7_00615,0,0,1,2,0
s7_00616,1,0,0,2,0
s7_00617,1,1,0,2,2
s7_00618,0,0,0,2,1
s7_00619,0,0,1,1,2
s7_00620,1,1,0,2,4
s7_00621,1,1,0,2,3
s7_00622,0,0,1,2,4
s7_00623,0,0,1,2,1
s7_00624,0,0,1,2,0
s7_00625,0,0,1,1,3
s7_00626,0,0,0,2,0
s7_00627,1,1,1,2,3
s7_00628,0,0,1,2,1
s7_00629,0,1,1,1,4
s7_00630,0,0,1,2,3
s7_00631,0,0,0,2,1
s7_00632,0,0,0,2,0
s7_00633,1,1,0,2,2
s7_00634,0,0,0,1,1
s7_00635,0,0,1,1,4
s7_00636,0,0,1,2,2
s7_00637,1,1,1,2,0
s7_00638,0,0,0,1,3
s7_00639,0,0,0,2,3
s7_00640,1,1,1,2,1
s7_00641,1,1,0,2,0
s7_00642,0,0,1,2,0
s7_00643,1,0,0,2,1
s7_00644,0,0,0,2,4
s7_00645,1,1,0,1,0
s7_00646,1,1,1,2,0
s7_00647,0,0,1,1,3
s7_00648,1,1,0,2,1
s7_00649,1,0,1,1,1
s7_00650,1,1,0,0,3
s7_00651,1,0,0,0,1
s7_00652,0,0,1,2,2
s7_00653,1,1,0,1,1
s7_00654,0,0,1,1,4
s7_00655,1,1,0,1,1
s7_00656,1,1,1,2,4
s7_00657,0,1,0,2,0
s7_00658,1,1,1,2,1
s7_00659,0,0,0,1,0
s7_00660,1,1,0,2,1
s7_00661,1,1,0,2,1
s7_00662,1,0,0,2,2
s7_00663,1,1,1,2,1
s7_00664,0,1,1,0,1
s7_00665,1,1,1,2,1
s7_00666,0,0,1,2,1
s7_00667,1,1,1,2,2
s7_00668,0,0,0,1,0
s7_00669,1,1,1,2,2
s7_00670,0,0,0,1,4
s7_00671,0,0,1,1,2
s7_00672,1,1,1,2,4
s7_00673,1,0,0,2,3
s7_00674,1,1,0,0,1
s7_00675,0,0,1,1,3
s7_00676,0,0,1,2,1
s7_00677,0,0,0,2,3
s7_00678,1,1,1,2,3
s7_00679,1,1,1,2,0
s7_00680,0,0,1,2,0
s7_00681,0,0,1,2,1
s7_00682,1,1,0,2,4
s7_00683,0,0,1,2,4
s7_00684,0,0,1,2,3
s7_00685,0,0,1,2,4
s7_00686,1,1,1,2,4
s7_00687,0,0,0,2,4
s7_00688,0,0,0,1,0
s7_00689,1,1,0,1,4
s7_00690,0,0,1,2,4
s7_00691,1,1,0,1,0
s7_00692,0,0,0,1,1
s7_00693,0,0,1,2,1
s7_00694,0,0,1,1,2
s7_00695,0,0,1,2,0
s7_00696,0,0,0,2,2
s7_00697,1,1,1,2,1
s7_00698,0,0,0,1,0
s7_00699,0,0,1,2,4
s7_00700,0,0,0,2,1
s7_00701,0,0,0,1,0
s7_00702,0,1,1,2,3
s7_00703,1,1,0,2,4
s7_00704,0,0,0,2,1
s7_00705,1,1,1,1,0
s7_00706,1,0,0,2,4
s7_00707,0,0,1,2,0
s7_00708,1,1,1,2,2
s7_00709,0,0,1,1,2
s7_00710,1,0,1,2,0
s7_00711,1,1,0,0,2
s7_00712,1,0,0,2,0
s7_00713,0,0,1,2,1
s7_00714,0,0,0,2,0
s7_00715,0,0,1,2,1
s7_00716,0,0,1,2,3
s7_00717,0,0,1,1,0
s7_00718,1,1,0,1,4
s7_00719,0,0,0,2,3
s7_00720,1,1,1,2,1
s7_00721,1,0,0,2,1
s7_00722,0,1,1,2,4
s7_00723,0,0,0,2,0
s7_00724,0,0,0,1,0
s7_00725,0,0,0,1,0
s7_00726,1,1,0,2,0
s7_00727,0,0,1,1,1
s7_00728,0,0,0,2,0
s7_00729,0,0,0,1,0
s7_00730,1,0,0,2,4
s7_00731,0,1,1,2,4
s7_00732,0,0,0,1,1
s7_00733,1,0,1,2,3
s7_00734,0,0,0,1,0
s7_00735,0,0,1,1,4
s7_00736,1,1,1,1,3
s7_00737,0,0,1,2,3
s7_00738,1,1,1,2,1
s7_00739,0,0,0,1,0
s7_00740,0,0,1,2,1
s7_00741,1,1,1,2,0
s7_00742,0,0,0,1,1
s7_00743,1,0,0,2,3
s7_00744,0,0,1,1,0
s7_00745,1,1,1,2,1
s7_00746,0,0,1,2,1
s7_00747,1,1,0,1,4
s7_00748,0,0,1,1,0
s7_00749,0,0,0,1,1
s7_00750,1,1,1,2,0
s7_00751,1,1,0,0,4
s7_00752,0,0,1,2,0
s7_00753,1,1,1,2,1
s7_00754,1,1,0,1,1
s7_00755,0,0,1,2,1
s7_00756,1,1,1,2,0
s7_00757,0,0,0,2,1
s7_00758,1,1,1,1,2
s7_00759,0,0,0,0,2
s7_00760,1,1,1,2,0
s7_00761,0,0,1,0,0
s7_00762,0,0,0,2,1
s7_00763,0,0,1,0,1
s7_00764,0,0,0,2,4
s7_00765,0,0,0,1,1
s7_00766,0,0,1,1,0
s7_00767,1,1,1,1,0
s7_00768,1,0,0,2,3
s7_00769,1,1,1,2,3
s7_00770,1,1,1,2,1
s7_00771,0,0,1,1,0
s7_00772,0,0,1,2,3
s7_00773,1,1,1,1,0
s7_00774,1,1,1,2,3
s7_00775,0,0,1,2,2
s7_00776,0,0,0,1,0
s7_00777,0,0,0,1,1
s7_00778,1,1,0,2,3
s7_00779,1,1,1,2,4
s7_00780,0,0,0,1,4
s7_00781,0,1,0,1,3
s7_00782,0,0,1,2,1
s7_00783,1,1,1,1,1
s7_00784,0,0,0,1,0
s7_00785,0,0,0,2,4
s7_00786,0,0,1,2,4
s7_00787,0,0,0,1,0
s7_00788,1,1,0,2,1
s7_00789,0,0,0,1,3
s7_00790,1,0,0,1,0
s7_00791,0,0,1,2,1
s7_00792,1,1,0,2,1
s7_00793,0,0,1,2,0
s7_00794,1,0,1,1,4
s7_00795,0,0,1,2,1
s7_00796,0,1,1,1,0
s7_00797,1,0,1,2,0
s7_00798,1,1,0,1,0
s7_00799,1,0,0,2,1
s7_00800,0,0,1,1,1
s7_00801,0,0,0,1,4
s7_00802,0,0,1,0,1
s7_00803,0,0,1,2,2
s7_00804,0,1,1,2,1
s7_00805,0,0,1,1,4
s7_00806,0,1,1,2,1
s7_00807,0,0,1,1,0
s7_00808,1,1,0,2,0
s7_00809,1,1,0,2,0
s7_00810,1,1,0,2,0
s7_00811,0,0,1,1,3
s7_00812,0,0,1,2,1
s7_00813,1,0,0,2,3
s7_00814,1,1,0,2,0
s7_00815,0,0,0,2,0
s7_00816,1,1,0,0,2
s7_00817,0,0,0,2,2
s7_00818,1,1,1,2,0
s7_00819,1,0,0,2,4
s7_00820,0,0,0,1,4
s7_00821,1,1,0,2,0
s7_00822,0,0,0,2,0
s7_00823,0,0,1,2,4
s7_00824,0,0,1,1,4
s7_00825,1,0,1,2,4
s7_00826,1,1,0,1,1
s7_00827,0,0,1,1,3
s7_00828,0,0,0,1,3
s7_00829,1,0,1,1,4
s7_00830,1,1,1,2,1
s7_00831,1,1,0,1,4
s7_00832,1,0,0,2,2
s7_00833,0,1,0,1,2
s7_00834,1,1,0,2,1
s7_00835,0,0,0,2,4
s7_00836,0,0,1,2,1
s7_00837,1,1,1,2,4
s7_00838,0,0,0,0,0
s7_00839,0,0,1,2,1
s7_00840,0,0,1,2,0
s7_00841,0,0,1,2,3
s7_00842,0,0,0,1,0
s7_00843,0,0,0,2,1
s7_00844,0,1,0,2,3
s7_00845,1,1,0,1,4
s7_00846,0,0,1,2,2
s7_00847,1,1,1,2,1
s7_00848,0,0,1,2,2
s7_00849,0,0,0,1,4
s7_00850,1,1,1,1,1
s7_00851,0,0,0,0,1
s7_00852,1,0,1,2,0
s7_00853,1,1,1,2,3
s7_00854,0,0,1,2,0
s7_00855,1,1,1,2,2
s7_00856,0,0,1,1,4
s7_00857,1,0,1,1,0
s7_00858,1,1,0,2,4
s7_00859,0,0,1,1,1
s7_00860,1,1,0,2,1
s7_00861,1,0,1,0,2
s7_00862,1,1,1,2,2
s7_00863,0,0,0,1,0
s7_00864,0,0,1,2,0
s7_00865,0,0,1,1,3
s7_00866,1,1,1,2,0
s7_00867,0,1,0,1,4
s7_00868,1,0,1,1,0
s7_00869,1,0,1,2,1
